湖北电信,#genre#
BesTV百变课堂,http:///udp/239.252.220.123:5140
BesTV热门剧场,http:///udp/239.252.220.124:5140
BesTV谍战剧场,http:///udp/239.252.220.125:5140
BesTV华语影院,http:///udp/239.252.220.126:5140
BesTV星光影院,http:///udp/239.252.220.127:5140
BesTV全球大片,http:///udp/239.252.220.128:5140
BesTV健康养生,http:///udp/239.252.220.129:5140
甘肃卫视,http:///udp/239.252.219.140:5140
海南卫视,http:///udp/239.252.219.178:5140
广西卫视,http:///udp/239.252.219.183:5140
云南卫视,http:///udp/239.252.219.185:5140
天津卫视,http:///udp/239.252.219.187:5140
天津卫视,http:///udp/239.252.220.61:5140
湖南卫视,http:///udp/239.252.219.201:5140
北京卫视,http:///udp/239.252.219.206:5140
湖北卫视,http:///udp/239.252.219.208:5140
浙江卫视,http:///udp/239.252.219.210:5140
黑龙江卫视,http:///udp/239.252.219.211:5140
深圳卫视,http:///udp/239.252.219.212:5140
广东卫视,http:///udp/239.252.219.213:5140
江苏卫视,http:///udp/239.252.219.214:5140
山东卫视,http:///udp/239.252.219.228:5140
东方卫视,http:///udp/239.252.219.229:5140
辽宁卫视,http:///udp/239.252.220.62:5140
江西卫视,http:///udp/239.252.220.63:5140
东南卫视,http:///udp/239.252.220.82:5140
安徽卫视,http:///udp/239.252.220.83:5140
四川卫视,http:///udp/239.252.220.93:5140
重庆卫视,http:///udp/239.252.220.94:5140
河北卫视,http:///udp/239.252.220.154:5140
吉林卫视,http:///udp/239.252.220.188:5140
贵州卫视,http:///udp/239.252.220.190:5140
河南卫视,http:///udp/239.252.220.189:5140
中国教育,http:///udp/239.252.220.198:5140
上海纪实,http:///udp/239.252.219.227:5140
金鹰纪实,http:///udp/239.252.220.155:5140
东方财经,http:///udp/239.252.219.57:5140
茶频道台,http:///udp/239.252.220.160:5140
快乐垂钓,http:///udp/239.252.220.177:5140
IPTV体育,http:///udp/239.252.220.211:5140
昌飞航空,http:///udp/239.252.220.47:5140
风尚购物,http:///udp/239.252.219.101:5140

山西电信,#genre#
山西卫视,http:///udp/239.1.1.1:8001
黄河电视台,http:///udp/239.1.1.2:8002
山西经济与科技,http:///udp/239.1.1.3:8003
山西影视,http:///udp/239.1.1.4:8004
山西社会与法治,http:///udp/239.1.1.5:8005
山西文体生活,http:///udp/239.1.1.6:8006
CCTV1,http:///udp/239.1.1.7:8007
CCTV2,http:///udp/239.1.1.8:8008
CCTV3,http:///udp/239.1.1.9:8009
CCTV4,http:///udp/239.1.1.10:8010
CCTV5,http:///udp/239.1.1.11:8011
CCTV5+,http:///udp/239.1.1.12:8012
CCTV6,http:///udp/239.1.1.13:8013
CCTV7,http:///udp/239.1.1.14:8014
CCTV8,http:///udp/239.1.1.15:8015
CCTV9,http:///udp/239.1.1.16:8016
CCTV10,http:///udp/239.1.1.17:8017
CCTV11,http:///udp/239.1.1.18:8018
CCTV12,http:///udp/239.1.1.19:8019
CCTV13,http:///udp/239.1.1.20:8020
CCTV14,http:///udp/239.1.1.21:8021
CCTV15,http:///udp/239.1.1.22:8022
CCTV16,http:///udp/239.1.1.122:8122
CCTV17,http:///udp/239.1.1.23:8023
CCTV女性时尚,http:///udp/239.1.1.89:8089
CCTV电视指南,http:///udp/239.1.1.90:8090
CCTV央视文化精品,http:///udp/239.1.1.91:8091
CCTV风云剧场,http:///udp/239.1.1.93:8093
CCTV第一剧场,http:///udp/239.1.1.94:8094
CCTV怀旧剧场高请,http:///udp/239.1.1.95:8095
CCTV风云音乐高请,http:///udp/239.1.1.96:8096
CCTV兵器科技,http:///udp/239.1.1.97:8097
CCTV世界地理,http:///udp/239.1.1.99:8099
CCTV央视台球,http:///udp/239.1.1.100:8100
CCTV风云足球,http:///udp/239.1.1.101:8101
CCTV高尔夫网球,http:///udp/239.1.1.102:8102
湖南卫视,http:///udp/239.1.1.28:8028
四川卫视,http:///udp/239.1.1.29:8029
吉林卫视,http:///udp/239.1.1.30:8030
上海卫视,http:///udp/239.1.1.31:8031
湖北卫视,http:///udp/239.1.1.32:8032
东南卫视,http:///udp/239.1.1.33:8033
河南卫视,http:///udp/239.1.1.34:8034
江苏卫视,http:///udp/239.1.1.35:8035
重庆卫视,http:///udp/239.1.1.36:8036
黑龙江卫视,http:///udp/239.1.1.37:8037
浙江卫视,http:///udp/239.1.1.38:8038
深圳卫视,http:///udp/239.1.1.39:8039
广西卫视,http:///udp/239.1.1.40:8040
北京卫视,http:///udp/239.1.1.41:8041
辽宁卫视,http:///udp/239.1.1.42:8042
贵州卫视,http:///udp/239.1.1.43:8043
安徽卫视,http:///udp/239.1.1.44:8044
纪实人文,http:///udp/239.1.1.45:8045
天津卫视,http:///udp/239.1.1.46:8046
山东卫视,http:///udp/239.1.1.47:8047
河北卫视,http:///udp/239.1.1.48:8048
广东卫视,http:///udp/239.1.1.49:8049
江西卫视,http:///udp/239.1.1.52:8052
陕西卫视,http:///udp/239.1.1.50:8050
甘肃卫视,http:///udp/239.1.1.51:8051
青海卫视,http:///udp/239.1.1.53:8053
云南卫视,http:///udp/239.1.1.54:8054
海南卫视,http:///udp/239.1.1.55:8055
宁夏卫视,http:///udp/239.1.1.56:8056
西藏卫视,http:///udp/239.1.1.57:8057
兵团卫视,http:///udp/239.1.1.58:8058
新疆卫视,http:///udp/239.1.1.59:8059
内蒙古卫视,http:///udp/239.1.1.60:8060
中国教育电视台1,http:///udp/239.1.1.65:8065
中国教育电视台2,http:///udp/239.1.1.66:8066
中国教育电视台4,http:///udp/239.1.1.67:8067
环球奇观,http:///udp/239.1.1.98:8098
发现之旅,http:///udp/239.1.1.103:8103
中学生,http:///udp/239.1.1.104:8104
金鹰卡通,http:///udp/239.1.1.61:8061
卡酷少儿,http:///udp/239.1.1.62:8062
金鹰纪实,http:///udp/239.1.1.63:8063
哈哈炫动,http:///udp/239.1.1.64:8064
嘉佳卡通,http:///udp/239.1.1.68:8068
大湾区卫视,http:///udp/239.1.1.69:8069
三沙卫视,http:///udp/239.1.1.70:8070
厦门卫视,http:///udp/239.1.1.71:8071
优漫卡通,http:///udp/239.1.1.72:8072
农林卫视,http:///udp/239.1.1.73:8073
山东教育,http:///udp/239.1.1.74:8074
魅力足球,http:///udp/239.1.1.75:8075
生活时尚,http:///udp/239.1.1.76:8076
茶频道,http:///udp/239.1.1.77:8077
法治天地,http:///udp/239.1.1.79:8079
动漫秀场,http:///udp/239.1.1.80:8080
都市剧场,http:///udp/239.1.1.81:8081
金色学堂,http:///udp/239.1.1.82:8082
游戏风云,http:///udp/239.1.1.83:8083
乐游,http:///udp/239.1.1.84:8084
东方财经,http:///udp/239.1.1.85:8085
快乐垂钓,http:///udp/239.1.1.86:8086
老故事,http:///udp/239.1.1.87:8087
书画频道,http:///udp/239.1.1.88:8088
汽摩,http:///udp/239.1.1.92:8092
百姓健康,http:///udp/239.1.1.105:8105
中华特产,http:///udp/239.1.1.106:8106
中国天气,http:///udp/239.1.1.107:8107
证券服务,http:///udp/239.1.1.108:8108
车迷频道,http:///udp/239.1.1.109:8109
生态环境,http:///udp/239.1.1.110:8110
四海钓鱼,http:///udp/239.1.1.111:8111
财富天下,http:///udp/239.1.1.113:8113
优优宝贝,http:///udp/239.1.1.114:8114
环球旅游,http:///udp/239.1.1.116:8116
晋中综合,http:///udp/239.1.1.120:8120
晋中公共,http:///udp/239.1.1.121:8121
运城1台,http:///udp/239.1.1.123:8123
运城2台,http:///udp/239.1.1.124:8124
盐湖频道,http:///udp/239.1.1.125:8125

山西卫视,http:///udp/239.1.1.1:8001
黄河电视台,http:///udp/239.1.1.2:8002
山西经济与科技,http:///udp/239.1.1.3:8003
山西影视,http:///udp/239.1.1.4:8004
山西社会与法治,http:///udp/239.1.1.5:8005
山西文体生活,http:///udp/239.1.1.6:8006
CCTV1,http:///udp/239.1.1.7:8007
CCTV2,http:///udp/239.1.1.8:8008
CCTV3,http:///udp/239.1.1.9:8009
CCTV4,http:///udp/239.1.1.10:8010
CCTV5,http:///udp/239.1.1.11:8011
CCTV5+,http:///udp/239.1.1.12:8012
CCTV6,http:///udp/239.1.1.13:8013
CCTV7,http:///udp/239.1.1.14:8014
CCTV8,http:///udp/239.1.1.15:8015
CCTV9,http:///udp/239.1.1.16:8016
CCTV10,http:///udp/239.1.1.17:8017
CCTV11,http:///udp/239.1.1.18:8018
CCTV12,http:///udp/239.1.1.19:8019
CCTV13,http:///udp/239.1.1.20:8020
CCTV14,http:///udp/239.1.1.21:8021
CCTV15,http:///udp/239.1.1.22:8022
CCTV16,http:///udp/239.1.1.122:8122
CCTV17,http:///udp/239.1.1.23:8023
CCTV女性时尚,http:///udp/239.1.1.89:8089
CCTV电视指南,http:///udp/239.1.1.90:8090
CCTV央视文化精品,http:///udp/239.1.1.91:8091
CCTV风云剧场,http:///udp/239.1.1.93:8093
CCTV第一剧场,http:///udp/239.1.1.94:8094
CCTV怀旧剧场高请,http:///udp/239.1.1.95:8095
CCTV风云音乐高请,http:///udp/239.1.1.96:8096
CCTV兵器科技,http:///udp/239.1.1.97:8097
CCTV世界地理,http:///udp/239.1.1.99:8099
CCTV央视台球,http:///udp/239.1.1.100:8100
CCTV风云足球,http:///udp/239.1.1.101:8101
CCTV高尔夫网球,http:///udp/239.1.1.102:8102
湖南卫视,http:///udp/239.1.1.28:8028
四川卫视,http:///udp/239.1.1.29:8029
吉林卫视,http:///udp/239.1.1.30:8030
上海卫视,http:///udp/239.1.1.31:8031
湖北卫视,http:///udp/239.1.1.32:8032
东南卫视,http:///udp/239.1.1.33:8033
河南卫视,http:///udp/239.1.1.34:8034
江苏卫视,http:///udp/239.1.1.35:8035
重庆卫视,http:///udp/239.1.1.36:8036
黑龙江卫视,http:///udp/239.1.1.37:8037
浙江卫视,http:///udp/239.1.1.38:8038
深圳卫视,http:///udp/239.1.1.39:8039
广西卫视,http:///udp/239.1.1.40:8040
北京卫视,http:///udp/239.1.1.41:8041
辽宁卫视,http:///udp/239.1.1.42:8042
贵州卫视,http:///udp/239.1.1.43:8043
安徽卫视,http:///udp/239.1.1.44:8044
纪实人文,http:///udp/239.1.1.45:8045
天津卫视,http:///udp/239.1.1.46:8046
山东卫视,http:///udp/239.1.1.47:8047
河北卫视,http:///udp/239.1.1.48:8048
广东卫视,http:///udp/239.1.1.49:8049
江西卫视,http:///udp/239.1.1.52:8052
陕西卫视,http:///udp/239.1.1.50:8050
甘肃卫视,http:///udp/239.1.1.51:8051
青海卫视,http:///udp/239.1.1.53:8053
云南卫视,http:///udp/239.1.1.54:8054
海南卫视,http:///udp/239.1.1.55:8055
宁夏卫视,http:///udp/239.1.1.56:8056
西藏卫视,http:///udp/239.1.1.57:8057
兵团卫视,http:///udp/239.1.1.58:8058
新疆卫视,http:///udp/239.1.1.59:8059
内蒙古卫视,http:///udp/239.1.1.60:8060
中国教育电视台1,http:///udp/239.1.1.65:8065
中国教育电视台2,http:///udp/239.1.1.66:8066
中国教育电视台4,http:///udp/239.1.1.67:8067
环球奇观,http:///udp/239.1.1.98:8098
发现之旅,http:///udp/239.1.1.103:8103
中学生,http:///udp/239.1.1.104:8104
金鹰卡通,http:///udp/239.1.1.61:8061
卡酷少儿,http:///udp/239.1.1.62:8062
金鹰纪实,http:///udp/239.1.1.63:8063
哈哈炫动,http:///udp/239.1.1.64:8064
嘉佳卡通,http:///udp/239.1.1.68:8068
大湾区卫视,http:///udp/239.1.1.69:8069
三沙卫视,http:///udp/239.1.1.70:8070
厦门卫视,http:///udp/239.1.1.71:8071
优漫卡通,http:///udp/239.1.1.72:8072
农林卫视,http:///udp/239.1.1.73:8073
山东教育,http:///udp/239.1.1.74:8074
魅力足球,http:///udp/239.1.1.75:8075
生活时尚,http:///udp/239.1.1.76:8076
茶频道,http:///udp/239.1.1.77:8077
法治天地,http:///udp/239.1.1.79:8079
动漫秀场,http:///udp/239.1.1.80:8080
都市剧场,http:///udp/239.1.1.81:8081
金色学堂,http:///udp/239.1.1.82:8082
游戏风云,http:///udp/239.1.1.83:8083
乐游,http:///udp/239.1.1.84:8084
东方财经,http:///udp/239.1.1.85:8085
快乐垂钓,http:///udp/239.1.1.86:8086
老故事,http:///udp/239.1.1.87:8087
书画频道,http:///udp/239.1.1.88:8088
汽摩,http:///udp/239.1.1.92:8092
百姓健康,http:///udp/239.1.1.105:8105
中华特产,http:///udp/239.1.1.106:8106
中国天气,http:///udp/239.1.1.107:8107
证券服务,http:///udp/239.1.1.108:8108
车迷频道,http:///udp/239.1.1.109:8109
生态环境,http:///udp/239.1.1.110:8110
四海钓鱼,http:///udp/239.1.1.111:8111
财富天下,http:///udp/239.1.1.113:8113
优优宝贝,http:///udp/239.1.1.114:8114
环球旅游,http:///udp/239.1.1.116:8116
晋中综合,http:///udp/239.1.1.120:8120
晋中公共,http:///udp/239.1.1.121:8121
运城1台,http:///udp/239.1.1.123:8123
运城2台,http:///udp/239.1.1.124:8124
盐湖频道,http:///udp/239.1.1.125:8125

山西卫视,http:///udp/239.1.1.1:8001
黄河电视台,http:///udp/239.1.1.2:8002
山西经济与科技,http:///udp/239.1.1.3:8003
山西影视,http:///udp/239.1.1.4:8004
山西社会与法治,http:///udp/239.1.1.5:8005
山西文体生活,http:///udp/239.1.1.6:8006
CCTV1,http:///udp/239.1.1.7:8007
CCTV2,http:///udp/239.1.1.8:8008
CCTV3,http:///udp/239.1.1.9:8009
CCTV4,http:///udp/239.1.1.10:8010
CCTV5,http:///udp/239.1.1.11:8011
CCTV5+,http:///udp/239.1.1.12:8012
CCTV6,http:///udp/239.1.1.13:8013
CCTV7,http:///udp/239.1.1.14:8014
CCTV8,http:///udp/239.1.1.15:8015
CCTV9,http:///udp/239.1.1.16:8016
CCTV10,http:///udp/239.1.1.17:8017
CCTV11,http:///udp/239.1.1.18:8018
CCTV12,http:///udp/239.1.1.19:8019
CCTV13,http:///udp/239.1.1.20:8020
CCTV14,http:///udp/239.1.1.21:8021
CCTV15,http:///udp/239.1.1.22:8022
CCTV16,http:///udp/239.1.1.122:8122
CCTV17,http:///udp/239.1.1.23:8023
CCTV女性时尚,http:///udp/239.1.1.89:8089
CCTV电视指南,http:///udp/239.1.1.90:8090
CCTV央视文化精品,http:///udp/239.1.1.91:8091
CCTV风云剧场,http:///udp/239.1.1.93:8093
CCTV第一剧场,http:///udp/239.1.1.94:8094
CCTV怀旧剧场高请,http:///udp/239.1.1.95:8095
CCTV风云音乐高请,http:///udp/239.1.1.96:8096
CCTV兵器科技,http:///udp/239.1.1.97:8097
CCTV世界地理,http:///udp/239.1.1.99:8099
CCTV央视台球,http:///udp/239.1.1.100:8100
CCTV风云足球,http:///udp/239.1.1.101:8101
CCTV高尔夫网球,http:///udp/239.1.1.102:8102
湖南卫视,http:///udp/239.1.1.28:8028
四川卫视,http:///udp/239.1.1.29:8029
吉林卫视,http:///udp/239.1.1.30:8030
上海卫视,http:///udp/239.1.1.31:8031
湖北卫视,http:///udp/239.1.1.32:8032
东南卫视,http:///udp/239.1.1.33:8033
河南卫视,http:///udp/239.1.1.34:8034
江苏卫视,http:///udp/239.1.1.35:8035
重庆卫视,http:///udp/239.1.1.36:8036
黑龙江卫视,http:///udp/239.1.1.37:8037
浙江卫视,http:///udp/239.1.1.38:8038
深圳卫视,http:///udp/239.1.1.39:8039
广西卫视,http:///udp/239.1.1.40:8040
北京卫视,http:///udp/239.1.1.41:8041
辽宁卫视,http:///udp/239.1.1.42:8042
贵州卫视,http:///udp/239.1.1.43:8043
安徽卫视,http:///udp/239.1.1.44:8044
纪实人文,http:///udp/239.1.1.45:8045
天津卫视,http:///udp/239.1.1.46:8046
山东卫视,http:///udp/239.1.1.47:8047
河北卫视,http:///udp/239.1.1.48:8048
广东卫视,http:///udp/239.1.1.49:8049
江西卫视,http:///udp/239.1.1.52:8052
陕西卫视,http:///udp/239.1.1.50:8050
甘肃卫视,http:///udp/239.1.1.51:8051
青海卫视,http:///udp/239.1.1.53:8053
云南卫视,http:///udp/239.1.1.54:8054
海南卫视,http:///udp/239.1.1.55:8055
宁夏卫视,http:///udp/239.1.1.56:8056
西藏卫视,http:///udp/239.1.1.57:8057
兵团卫视,http:///udp/239.1.1.58:8058
新疆卫视,http:///udp/239.1.1.59:8059
内蒙古卫视,http:///udp/239.1.1.60:8060
中国教育电视台1,http:///udp/239.1.1.65:8065
中国教育电视台2,http:///udp/239.1.1.66:8066
中国教育电视台4,http:///udp/239.1.1.67:8067
环球奇观,http:///udp/239.1.1.98:8098
发现之旅,http:///udp/239.1.1.103:8103
中学生,http:///udp/239.1.1.104:8104
金鹰卡通,http:///udp/239.1.1.61:8061
卡酷少儿,http:///udp/239.1.1.62:8062
金鹰纪实,http:///udp/239.1.1.63:8063
哈哈炫动,http:///udp/239.1.1.64:8064
嘉佳卡通,http:///udp/239.1.1.68:8068
大湾区卫视,http:///udp/239.1.1.69:8069
三沙卫视,http:///udp/239.1.1.70:8070
厦门卫视,http:///udp/239.1.1.71:8071
优漫卡通,http:///udp/239.1.1.72:8072
农林卫视,http:///udp/239.1.1.73:8073
山东教育,http:///udp/239.1.1.74:8074
魅力足球,http:///udp/239.1.1.75:8075
生活时尚,http:///udp/239.1.1.76:8076
茶频道,http:///udp/239.1.1.77:8077
法治天地,http:///udp/239.1.1.79:8079
动漫秀场,http:///udp/239.1.1.80:8080
都市剧场,http:///udp/239.1.1.81:8081
金色学堂,http:///udp/239.1.1.82:8082
游戏风云,http:///udp/239.1.1.83:8083
乐游,http:///udp/239.1.1.84:8084
东方财经,http:///udp/239.1.1.85:8085
快乐垂钓,http:///udp/239.1.1.86:8086
老故事,http:///udp/239.1.1.87:8087
书画频道,http:///udp/239.1.1.88:8088
汽摩,http:///udp/239.1.1.92:8092
百姓健康,http:///udp/239.1.1.105:8105
中华特产,http:///udp/239.1.1.106:8106
中国天气,http:///udp/239.1.1.107:8107
证券服务,http:///udp/239.1.1.108:8108
车迷频道,http:///udp/239.1.1.109:8109
生态环境,http:///udp/239.1.1.110:8110
四海钓鱼,http:///udp/239.1.1.111:8111
财富天下,http:///udp/239.1.1.113:8113
优优宝贝,http:///udp/239.1.1.114:8114
环球旅游,http:///udp/239.1.1.116:8116
晋中综合,http:///udp/239.1.1.120:8120
晋中公共,http:///udp/239.1.1.121:8121
运城1台,http:///udp/239.1.1.123:8123
运城2台,http:///udp/239.1.1.124:8124
盐湖频道,http:///udp/239.1.1.125:8125


CCTV1,http://223.10.63.66:8083/udp/239.1.1.7:8007
CCTV2,http://223.10.63.66:8083/udp/239.1.1.8:8008
CCTV3,http://223.10.63.66:8083/udp/239.1.1.9:8009
CCTV4,http://223.10.63.66:8083/udp/239.1.1.10:8010
CCTV5,http://223.10.63.66:8083/udp/239.1.1.11:8011
CCTV5+,http://223.10.63.66:8083/udp/239.1.1.12:8012
CCTV6,http://223.10.63.66:8083/udp/239.1.1.13:8013
CCTV7,http://223.10.63.66:8083/udp/239.1.1.14:8014
CCTV8,http://223.10.63.66:8083/udp/239.1.1.15:8015
CCTV9,http://223.10.63.66:8083/udp/239.1.1.16:8016
CCTV10,http://223.10.63.66:8083/udp/239.1.1.17:8017
CCTV11,http://223.10.63.66:8083/udp/239.1.1.18:8018
CCTV12,http://223.10.63.66:8083/udp/239.1.1.19:8019
CCTV13,http://223.10.63.66:8083/udp/239.1.1.20:8020
CCTV14,http://223.10.63.66:8083/udp/239.1.1.21:8021
CCTV15,http://223.10.63.66:8083/udp/239.1.1.22:8022
CCTV16,http://223.10.63.66:8083/udp/239.1.1.122:8122
CCTV17,http://223.10.63.66:8083/udp/239.1.1.23:8023
CCTV女性时尚,http://223.10.63.66:8083/udp/239.1.1.89:8089
CCTV电视指南,http://223.10.63.66:8083/udp/239.1.1.90:8090
CCTV央视文化精品,http://223.10.63.66:8083/udp/239.1.1.91:8091
CCTV风云剧场,http://223.10.63.66:8083/udp/239.1.1.93:8093
CCTV第一剧场,http://223.10.63.66:8083/udp/239.1.1.94:8094
CCTV怀旧剧场高请,http://223.10.63.66:8083/udp/239.1.1.95:8095
CCTV风云音乐高请,http://223.10.63.66:8083/udp/239.1.1.96:8096
CCTV兵器科技,http://223.10.63.66:8083/udp/239.1.1.97:8097
CCTV世界地理,http://223.10.63.66:8083/udp/239.1.1.99:8099
CCTV央视台球,http://223.10.63.66:8083/udp/239.1.1.100:8100
CCTV风云足球,http://223.10.63.66:8083/udp/239.1.1.101:8101
CCTV高尔夫网球,http://223.10.63.66:8083/udp/239.1.1.102:8102
中国教育电视台1,http://223.10.63.66:8083/udp/239.1.1.65:8065
中国教育电视台2,http://223.10.63.66:8083/udp/239.1.1.66:8066
中国教育电视台4,http://223.10.63.66:8083/udp/239.1.1.67:8067
环球奇观,http://223.10.63.66:8083/udp/239.1.1.98:8098
发现之旅,http://223.10.63.66:8083/udp/239.1.1.103:8103
中学生,http://223.10.63.66:8083/udp/239.1.1.104:8104
湖南卫视,http://223.10.63.66:8083/udp/239.1.1.28:8028
四川卫视,http://223.10.63.66:8083/udp/239.1.1.29:8029
吉林卫视,http://223.10.63.66:8083/udp/239.1.1.30:8030
上海卫视,http://223.10.63.66:8083/udp/239.1.1.31:8031
湖北卫视,http://223.10.63.66:8083/udp/239.1.1.32:8032
东南卫视,http://223.10.63.66:8083/udp/239.1.1.33:8033
河南卫视,http://223.10.63.66:8083/udp/239.1.1.34:8034
江苏卫视,http://223.10.63.66:8083/udp/239.1.1.35:8035
重庆卫视,http://223.10.63.66:8083/udp/239.1.1.36:8036
黑龙江卫视,http://223.10.63.66:8083/udp/239.1.1.37:8037
浙江卫视,http://223.10.63.66:8083/udp/239.1.1.38:8038
深圳卫视,http://223.10.63.66:8083/udp/239.1.1.39:8039
广西卫视,http://223.10.63.66:8083/udp/239.1.1.40:8040
北京卫视,http://223.10.63.66:8083/udp/239.1.1.41:8041
辽宁卫视,http://223.10.63.66:8083/udp/239.1.1.42:8042
贵州卫视,http://223.10.63.66:8083/udp/239.1.1.43:8043
安徽卫视,http://223.10.63.66:8083/udp/239.1.1.44:8044
纪实人文,http://223.10.63.66:8083/udp/239.1.1.45:8045
天津卫视,http://223.10.63.66:8083/udp/239.1.1.46:8046
山东卫视,http://223.10.63.66:8083/udp/239.1.1.47:8047
河北卫视,http://223.10.63.66:8083/udp/239.1.1.48:8048
广东卫视,http://223.10.63.66:8083/udp/239.1.1.49:8049
江西卫视,http://223.10.63.66:8083/udp/239.1.1.52:8052
陕西卫视,http://223.10.63.66:8083/udp/239.1.1.50:8050
甘肃卫视,http://223.10.63.66:8083/udp/239.1.1.51:8051
青海卫视,http://223.10.63.66:8083/udp/239.1.1.53:8053
云南卫视,http://223.10.63.66:8083/udp/239.1.1.54:8054
海南卫视,http://223.10.63.66:8083/udp/239.1.1.55:8055
宁夏卫视,http://223.10.63.66:8083/udp/239.1.1.56:8056
西藏卫视,http://223.10.63.66:8083/udp/239.1.1.57:8057
兵团卫视,http://223.10.63.66:8083/udp/239.1.1.58:8058
新疆卫视,http://223.10.63.66:8083/udp/239.1.1.59:8059
内蒙古卫视,http://223.10.63.66:8083/udp/239.1.1.60:8060
金鹰卡通,http://223.10.63.66:8083/udp/239.1.1.61:8061
卡酷少儿,http://223.10.63.66:8083/udp/239.1.1.62:8062
金鹰纪实,http://223.10.63.66:8083/udp/239.1.1.63:8063
哈哈炫动,http://223.10.63.66:8083/udp/239.1.1.64:8064
嘉佳卡通,http://223.10.63.66:8083/udp/239.1.1.68:8068
大湾区卫视,http://223.10.63.66:8083/udp/239.1.1.69:8069
三沙卫视,http://223.10.63.66:8083/udp/239.1.1.70:8070
厦门卫视,http://223.10.63.66:8083/udp/239.1.1.71:8071
优漫卡通,http://223.10.63.66:8083/udp/239.1.1.72:8072
农林卫视,http://223.10.63.66:8083/udp/239.1.1.73:8073
山东教育,http://223.10.63.66:8083/udp/239.1.1.74:8074
魅力足球,http://223.10.63.66:8083/udp/239.1.1.75:8075
生活时尚,http://223.10.63.66:8083/udp/239.1.1.76:8076
茶频道,http://223.10.63.66:8083/udp/239.1.1.77:8077
法治天地,http://223.10.63.66:8083/udp/239.1.1.79:8079
动漫秀场,http://223.10.63.66:8083/udp/239.1.1.80:8080
都市剧场,http://223.10.63.66:8083/udp/239.1.1.81:8081
金色学堂,http://223.10.63.66:8083/udp/239.1.1.82:8082
游戏风云,http://223.10.63.66:8083/udp/239.1.1.83:8083
乐游,http://223.10.63.66:8083/udp/239.1.1.84:8084
东方财经,http://223.10.63.66:8083/udp/239.1.1.85:8085
快乐垂钓,http://223.10.63.66:8083/udp/239.1.1.86:8086
老故事,http://223.10.63.66:8083/udp/239.1.1.87:8087
书画频道,http://223.10.63.66:8083/udp/239.1.1.88:8088
汽摩,http://223.10.63.66:8083/udp/239.1.1.92:8092
百姓健康,http://223.10.63.66:8083/udp/239.1.1.105:8105
中华特产,http://223.10.63.66:8083/udp/239.1.1.106:8106
中国天气,http://223.10.63.66:8083/udp/239.1.1.107:8107
证券服务,http://223.10.63.66:8083/udp/239.1.1.108:8108
车迷频道,http://223.10.63.66:8083/udp/239.1.1.109:8109
生态环境,http://223.10.63.66:8083/udp/239.1.1.110:8110
四海钓鱼,http://223.10.63.66:8083/udp/239.1.1.111:8111
家庭理财,http://223.10.63.66:8083/udp/239.1.1.112:8112
财富天下,http://223.10.63.66:8083/udp/239.1.1.113:8113
优优宝贝,http://223.10.63.66:8083/udp/239.1.1.114:8114
优购物,http://223.10.63.66:8083/udp/239.1.1.115:8115
环球旅游,http://223.10.63.66:8083/udp/239.1.1.116:8116
山西卫视,http://223.10.63.66:8083/udp/239.1.1.1:8001
黄河电视台,http://223.10.63.66:8083/udp/239.1.1.2:8002
山西经济与科技,http://223.10.63.66:8083/udp/239.1.1.3:8003
山西影视,http://223.10.63.66:8083/udp/239.1.1.4:8004
山西社会与法治,http://223.10.63.66:8083/udp/239.1.1.5:8005
山西文体生活,http://223.10.63.66:8083/udp/239.1.1.6:8006
晋中综合,http://223.10.63.66:8083/udp/239.1.1.120:8120
晋中公共,http://223.10.63.66:8083/udp/239.1.1.121:8121
运城1台,http://223.10.63.66:8083/udp/239.1.1.123:8123
运城2台,http://223.10.63.66:8083/udp/239.1.1.124:8124
盐湖频道,http://223.10.63.66:8083/udp/239.1.1.125:8125

CCTV1,http://113.26.166.90:8082/udp/239.1.1.7:8007
CCTV2,http://113.26.166.90:8082/udp/239.1.1.8:8008
CCTV3,http://113.26.166.90:8082/udp/239.1.1.9:8009
CCTV4,http://113.26.166.90:8082/udp/239.1.1.10:8010
CCTV5,http://113.26.166.90:8082/udp/239.1.1.11:8011
CCTV5+,http://113.26.166.90:8082/udp/239.1.1.12:8012
CCTV6,http://113.26.166.90:8082/udp/239.1.1.13:8013
CCTV7,http://113.26.166.90:8082/udp/239.1.1.14:8014
CCTV8,http://113.26.166.90:8082/udp/239.1.1.15:8015
CCTV9,http://113.26.166.90:8082/udp/239.1.1.16:8016
CCTV10,http://113.26.166.90:8082/udp/239.1.1.17:8017
CCTV11,http://113.26.166.90:8082/udp/239.1.1.18:8018
CCTV12,http://113.26.166.90:8082/udp/239.1.1.19:8019
CCTV13,http://113.26.166.90:8082/udp/239.1.1.20:8020
CCTV14,http://113.26.166.90:8082/udp/239.1.1.21:8021
CCTV15,http://113.26.166.90:8082/udp/239.1.1.22:8022
CCTV16,http://113.26.166.90:8082/udp/239.1.1.122:8122
CCTV17,http://113.26.166.90:8082/udp/239.1.1.23:8023
CCTV女性时尚,http://113.26.166.90:8082/udp/239.1.1.89:8089
CCTV电视指南,http://113.26.166.90:8082/udp/239.1.1.90:8090
CCTV央视文化精品,http://113.26.166.90:8082/udp/239.1.1.91:8091
CCTV风云剧场,http://113.26.166.90:8082/udp/239.1.1.93:8093
CCTV第一剧场,http://113.26.166.90:8082/udp/239.1.1.94:8094
