央视频道,#genre#
贵州卫视,http://123.10.76.97:808/hls/47/index.m3u8
贵州卫视,http://123.10.79.77:808/hls/47/index.m3u8
贵州卫视,http://144.7.38.154:808/hls/39/index.m3u8
贵州卫视,http://175.11.138.93:808/hls/45/index.m3u8
贵州卫视,http://182.46.8.141:8018/hls/59/index.m3u8
贵州卫视,http://222.89.28.118:808/hls/71/index.m3u8
辽宁卫视,http://113.240.177.236:8082/hls/29/index.m3u8
辽宁卫视,http://120.192.226.35:8009/hls/54/index.m3u8
辽宁卫视,http://123.10.76.183:808/hls/48/index.m3u8
辽宁卫视,http://123.10.76.97:808/hls/48/index.m3u8
辽宁卫视,http://123.10.79.77:808/hls/48/index.m3u8
辽宁卫视,http://144.7.38.154:808/hls/33/index.m3u8
辽宁卫视,http://175.11.138.93:808/hls/46/index.m3u8
辽宁卫视,http://182.46.8.141:8018/hls/65/index.m3u8
辽宁卫视,http://222.89.28.118:808/hls/69/index.m3u8
重庆卫视,http://1.80.12.4:10000/hls/19/index.m3u8
重庆卫视,http://113.240.177.236:8082/hls/35/index.m3u8
重庆卫视,http://120.192.226.35:8009/hls/43/index.m3u8
重庆卫视,http://123.10.76.183:808/hls/50/index.m3u8
重庆卫视,http://123.10.76.97:808/hls/50/index.m3u8
重庆卫视,http://123.10.79.77:808/hls/50/index.m3u8
重庆卫视,http://144.7.38.154:808/hls/43/index.m3u8
